City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,elk river,45.3038,-93.5672,32.49,95,100,3.87,US,1668581026
368,provideniya,64.3833,-173.3,32.45,96,100,13.91,RU,1668581026
369,umm kaddadah,13.6017,26.6876,73.54,24,0,19.1,SD,1668581027
370,sandovo,58.4602,36.4128,27.79,90,66,2.51,RU,1668581027
371,takoradi,4.8845,-1.7554,78.31,84,10,3.2,GH,1668581028
372,yumen,40.2833,97.2,51.39,14,13,14.83,CN,1668581029
373,kalmunai,7.4167,81.8167,81.9,76,100,12.08,LK,1668581029
374,laurinburg,34.7741,-79.4628,48.87,87,100,4.61,US,1668580746
375,along,28.1667,94.7667,79.83,34,1,1.92,IN,1668581030
376,tarabha,20.7333,83.65,80.6,37,9,3.94,IN,1668581030
377,kununurra,-15.7667,128.7333,89.58,55,100,9.22,AU,1668581031
378,ixtapa,20.7,-105.2,72.23,82,0,3.11,MX,1668581031
379,ardakan,32.31,54.0175,63.3,27,0,2.24,IR,1668581032
380,nhulunbuy,-12.2333,136.7667,90.21,62,75,11.5,AU,1668581032
381,pop,40.8736,71.1089,50.49,50,100,2.3,UZ,1668581032
382,nelson bay,-32.7167,152.15,59.0,70,93,15.99,AU,1668581033
383,karratha,-20.7377,116.8463,79.97,57,0,14.67,AU,1668581033
384,alanya,36.5438,31.9998,57.33,44,0,1.01,TR,1668580924
385,mar del plata,-38.0023,-57.5575,59.09,88,0,3.44,AR,1668580839
386,komsomolskiy,40.4272,71.7189,48.92,66,100,9.22,UZ,1668581034
387,aklavik,68.2191,-135.0107,6.46,85,100,9.01,CA,1668581034
388,aketi,2.7388,23.7833,75.69,86,92,1.41,CD,1668581035
389,kieta,-6.2167,155.6333,81.28,82,56,3.94,PG,1668581035
390,storforshei,66.4043,14.5233,25.66,93,0,2.3,NO,1668581035
391,bichena,10.45,38.2,60.39,42,0,5.55,ET,1668581036
392,udachnyy,66.4167,112.4,-19.55,68,100,3.91,RU,1668581036
393,touros,-5.1989,-35.4608,78.67,67,100,13.31,BR,1668581037
394,cortes,41.9395,-1.4396,51.85,66,44,6.69,ES,1668581037
395,sao filipe,14.8961,-24.4956,74.34,72,12,2.46,CV,1668581038
396,evensk,61.95,159.2333,10.83,70,98,8.08,RU,1668581038
397,lazaro cardenas,17.9583,-102.2,74.77,90,2,3.4,MX,1668580749
398,paita,-5.0892,-81.1144,63.5,87,90,11.92,PE,1668581038
399,gat,31.61,34.7642,66.4,100,2,10.25,IL,1668580922
400,kashi,39.4547,75.9797,47.41,29,0,2.24,CN,1668581039
401,seoul,37.5683,126.9778,56.77,35,0,10.36,KR,1668580800
402,yeppoon,-23.1333,150.7333,91.18,54,100,2.84,AU,1668581039
403,saquena,-4.6667,-73.5167,72.27,100,100,1.59,PE,1668581040
404,grindavik,63.8424,-22.4338,49.95,81,100,13.8,IS,1668581040
405,sumbe,-11.2061,13.8437,75.76,72,91,1.12,AO,1668581041
406,yashkul,46.1711,45.3435,36.61,42,25,13.96,RU,1668581041
407,ha giang,22.8333,104.9833,81.07,81,57,4.79,VN,1668581041
408,coahuayana,18.7333,-103.6833,72.61,84,0,3.71,MX,1668581042
409,oktyabrskoye,43.0645,44.7417,28.54,100,100,0.0,RU,1668581042
410,waipawa,-41.4122,175.5153,60.08,71,19,2.08,NZ,1668581043
411,powell,40.1578,-83.0752,38.61,89,100,7.0,US,1668580890
412,hualmay,-11.0964,-77.6139,62.51,89,100,7.78,PE,1668581043
413,shakawe,-18.3667,21.85,83.86,42,0,9.37,BW,1668581044
414,mizdah,31.4451,12.9801,57.2,33,0,6.8,LY,1668581044
415,bealanana,-14.55,48.7333,80.83,42,0,3.6,MG,1668581044
416,sandpoint,48.2766,-116.5533,26.74,84,75,0.0,US,1668581042
417,beringovskiy,63.05,179.3167,37.65,98,100,25.23,RU,1668581045
418,linjiang,41.8069,126.9078,40.26,50,0,2.82,CN,1668581045
419,magadan,59.5667,150.8,12.92,75,89,6.87,RU,1668581046
420,sisimiut,66.9395,-53.6735,13.77,90,94,7.09,GL,1668581046
421,egvekinot,66.3167,-179.1667,28.22,99,100,20.87,RU,1668581047
422,colac,-38.3333,143.5833,52.18,60,26,11.01,AU,1668581047
423,paramonga,-10.6667,-77.8333,62.67,90,92,7.2,PE,1668581048
424,vestmannaeyjar,63.4427,-20.2734,41.97,87,100,9.48,IS,1668581048
425,solnechnyy,50.7214,136.6319,19.67,87,100,2.35,RU,1668581048
426,sambava,-14.2667,50.1667,80.31,67,25,10.74,MG,1668581049
427,poum,-20.2333,164.0167,79.43,76,8,10.74,NC,1668581049
428,dwarka,22.2394,68.9678,84.81,44,0,7.81,IN,1668580760
429,chimbote,-9.0853,-78.5783,62.06,89,91,5.5,PE,1668581050
430,atambua,-9.1061,124.8925,83.8,64,100,4.25,ID,1668581050
431,jining,35.405,116.5814,64.29,26,100,7.83,CN,1668581051
432,la ronge,55.1001,-105.2842,28.65,74,100,16.11,CA,1668581051
433,santa cruz,-17.8,-63.1667,74.66,78,40,3.44,BO,1668580842
434,broome,42.2506,-75.833,35.02,84,100,3.44,US,1668581052
435,itarema,-2.9248,-39.9167,76.69,77,3,14.47,BR,1668581052
436,sharjah,25.3573,55.4033,84.49,61,0,6.91,AE,1668581053
437,ostrovnoy,68.0531,39.5131,36.28,78,100,22.84,RU,1668581053
438,grand gaube,-20.0064,57.6608,77.4,66,82,10.38,MU,1668581053
439,magdagachi,53.45,125.8,16.16,86,100,2.1,RU,1668581054
440,port hardy,50.6996,-127.4199,30.38,100,0,4.61,CA,1668581054
441,mercedes,-34.6515,-59.4307,62.04,60,0,2.89,AR,1668581055
442,amos,48.5669,-78.1162,21.0,82,100,5.86,CA,1668580986
443,notre-dame-du-lac,47.6136,-68.7964,25.14,98,100,0.96,CA,1668581055
444,benoy,8.9833,16.3199,78.57,35,27,5.3,TD,1668581056
445,tsabong,-26.0217,22.401,79.79,29,4,11.39,BW,1668581056
446,fuyu,45.1833,124.8167,36.32,53,6,5.32,CN,1668581056
447,phalodi,27.1333,72.3667,80.42,21,0,3.2,IN,1668581057
448,adrar,20.5022,-10.0711,68.58,30,5,9.82,MR,1668581057
449,narsaq,60.9167,-46.05,28.62,96,89,1.77,GL,1668581058
450,gainesville,29.6516,-82.3248,71.69,86,100,0.0,US,1668580924
451,fairbanks,64.8378,-147.7164,10.6,88,0,3.44,US,1668581058
452,chegutu,-18.1302,30.1407,79.05,48,0,2.55,ZW,1668581059
453,westport,41.1415,-73.3579,45.75,71,100,16.11,US,1668581059
454,abbeville,50.1,1.8333,47.48,89,55,16.37,FR,1668581059
455,boone,39.0334,-92.3335,32.85,95,6,7.14,US,1668581060
456,nemuro,43.3236,145.575,43.83,64,63,14.36,JP,1668581060
457,kondoa,-4.9,35.7833,76.62,41,12,8.3,TZ,1668581061
458,palmares do sul,-30.2578,-50.5097,63.09,74,0,5.95,BR,1668581061
459,olafsvik,64.8945,-23.7142,43.84,84,100,15.88,IS,1668581061
460,san angelo,31.4638,-100.437,42.55,59,20,5.75,US,1668581035
461,kedrovyy,56.1667,91.8167,32.41,90,100,15.05,RU,1668581062
462,tshikapa,-6.4167,20.8,73.2,91,100,1.34,CD,1668581063
463,gazojak,41.1875,61.4036,41.05,45,6,10.11,TM,1668581063
464,lakes entrance,-37.8811,147.981,56.16,68,96,16.46,AU,1668581063
465,quatre cocos,-20.2078,57.7625,77.11,70,94,9.93,MU,1668581064
466,bandrele,-12.9067,45.1914,82.15,69,100,5.75,YT,1668581064
467,tuy hoa,13.0833,109.3,80.78,84,67,9.13,VN,1668581065
468,plouzane,48.3833,-4.6167,53.65,79,75,17.27,FR,1668581065
469,macherla,16.4833,79.4333,80.94,44,3,5.59,IN,1668581065
470,guayaramerin,-10.8368,-65.3614,72.05,99,100,2.24,BO,1668581066
471,lucapa,-8.4192,20.7447,70.83,85,100,5.08,AO,1668581066
472,smidovich,48.6,133.8167,24.66,80,21,3.44,RU,1668581067
473,usogorsk,63.4106,48.6872,16.72,93,100,7.36,RU,1668581067
474,broken hill,-31.95,141.4333,63.39,31,3,16.26,AU,1668580838
475,mafeteng,-29.823,27.2374,70.56,46,4,16.55,LS,1668581068
476,naliya,23.2667,68.8333,87.85,32,0,3.04,IN,1668581068
477,akyab,20.15,92.9,82.8,55,2,6.44,MM,1668581069
478,santiago del estero,-27.7951,-64.2615,72.57,39,26,8.97,AR,1668580945
479,peterongan,-7.5394,112.2792,81.21,82,100,3.24,ID,1668581069
480,hervey bay,-25.2986,152.8535,83.01,70,78,8.01,AU,1668581043
481,vila,42.0304,-8.1588,47.28,94,100,7.09,PT,1668581070
482,viedma,-40.8135,-62.9967,62.4,47,19,7.94,AR,1668581070
483,elizabeth city,36.2946,-76.2511,57.99,95,100,11.5,US,1668581071
484,celestun,20.8667,-90.4,75.74,85,8,9.51,MX,1668581071
485,kasama,-10.2129,31.1808,77.38,44,75,6.91,ZM,1668581072
486,faya,18.3851,42.4509,66.31,27,0,2.86,SA,1668581072
487,hofn,64.2539,-15.2082,45.84,97,100,7.05,IS,1668581072
488,sept-iles,50.2001,-66.3821,23.0,86,20,3.44,CA,1668581073
489,harper,4.375,-7.7169,77.41,84,34,3.47,LR,1668581073
490,chavakkad,10.5333,76.05,84.9,65,80,3.13,IN,1668581074
491,amapa,1.0,-52.0,68.86,99,100,1.16,BR,1668581074
492,azoyu,16.7167,-98.7333,73.35,92,80,3.87,MX,1668581074
493,grand-lahou,5.1367,-5.0242,78.35,81,12,4.23,CI,1668581075
494,gidam,18.9833,81.4,82.76,27,5,4.68,IN,1668581075
495,saint-pierre,-21.3393,55.4781,78.48,47,75,18.41,RE,1668581076
496,ahuimanu,21.4447,-157.8378,74.91,71,20,6.91,US,1668581076
497,proletarsk,46.7031,41.7192,36.93,57,98,9.71,RU,1668581076
498,road town,18.4167,-64.6167,78.89,71,5,19.6,VG,1668580828
499,sur,22.5667,59.5289,84.36,47,0,6.8,OM,1668581077
500,boueni,-12.9025,45.0761,82.38,74,18,3.83,YT,1668581077
501,arak,34.0917,49.6892,41.76,61,0,4.61,IR,1668581078
502,newton,42.337,-71.2092,39.11,90,100,10.36,US,1668581078
503,praia da vitoria,38.7333,-27.0667,66.45,88,40,12.8,PT,1668581078
504,maceio,-9.6658,-35.7353,72.84,94,0,5.75,BR,1668581079
505,griffith,41.5284,-87.4237,34.29,89,100,10.36,US,1668581079
506,dingle,10.9995,122.6711,84.88,76,56,11.86,PH,1668581080
507,hovd,48.0056,91.6419,43.25,16,86,5.75,MN,1668581080
508,bandarbeyla,9.4942,50.8122,82.54,61,9,16.51,SO,1668581080
509,vokhtoga,58.8147,41.0461,25.79,80,88,1.79,RU,1668581081
510,marawi,7.9986,124.2928,74.91,90,100,4.41,PH,1668581081
511,ust-kuyga,70.0167,135.6,-35.18,99,98,5.7,RU,1668581082
512,murovane,49.5214,22.9367,42.71,86,100,1.81,UA,1668581082
513,sile,41.1754,29.6133,54.27,69,14,1.01,TR,1668581082
514,mudanya,40.3753,28.8822,54.18,64,11,2.19,TR,1668581083
515,maragogi,-9.0122,-35.2225,74.66,82,73,6.33,BR,1668581083
516,jacobina,-11.1806,-40.5183,68.4,97,63,3.83,BR,1668581083
517,pemba,-12.974,40.5178,84.9,65,20,8.05,MZ,1668581084
518,dogondoutchi,13.6393,4.0287,70.99,21,24,7.34,NE,1668581084
519,parnamirim,-5.9156,-35.2628,75.54,83,40,4.61,BR,1668580907
520,nome,64.5011,-165.4064,26.67,80,0,17.27,US,1668581085
521,taft,31.7471,54.2088,53.55,35,0,4.61,IR,1668581085
522,mana,5.6592,-53.7767,75.94,89,100,7.52,GF,1668581086
523,nanakuli,21.3906,-158.1547,75.15,64,0,5.75,US,1668581086
524,brattvag,62.6002,6.4434,49.66,29,0,19.57,NO,1668581086
525,sungaipenuh,-2.0833,101.3833,67.3,92,100,2.3,ID,1668581087
526,college,64.8569,-147.8028,10.58,89,0,3.44,US,1668581087
527,sagua la grande,22.8067,-80.0756,70.79,88,13,5.93,CU,1668581088
528,montevideo,-34.8335,-56.1674,55.11,76,0,5.75,UY,1668581088
529,shellbrook,53.2168,-106.4011,24.03,80,100,15.99,CA,1668580890
530,sibolga,1.7427,98.7792,80.13,86,100,5.06,ID,1668581089
531,gweta,-20.1833,25.2333,80.71,42,0,13.67,BW,1668581089
532,rio gallegos,-51.6226,-69.2181,42.85,65,0,16.11,AR,1668581089
533,malakal,9.5334,31.6605,86.95,24,4,10.27,SS,1668581090
534,georgiyevka,43.0369,74.7114,32.04,93,75,2.24,KZ,1668581090
535,culaman,5.9603,125.6586,81.93,78,100,6.13,PH,1668581091
536,pemangkat,1.1667,108.9667,83.8,72,77,8.01,ID,1668581091
537,mehamn,71.0357,27.8492,40.95,75,75,9.22,NO,1668581091
538,peoria,40.7667,-89.7668,33.46,92,72,6.58,US,1668581092
539,port macquarie,-31.4333,152.9167,65.89,48,100,12.08,AU,1668581092
540,toamasina,-18.1667,49.3833,80.6,69,40,6.91,MG,1668581093
541,rocha,-34.4833,-54.3333,57.31,47,0,4.94,UY,1668581093
542,lichuan,30.3,108.85,49.23,91,100,0.87,CN,1668581093
543,chapais,49.7834,-74.8492,15.58,93,100,3.27,CA,1668580922
544,ouro preto do oeste,-10.7481,-62.2158,70.5,96,100,1.95,BR,1668581094
545,xuddur,4.1213,43.8894,84.07,45,38,14.67,SO,1668581094
546,baiyin,36.5583,104.2081,52.74,30,0,7.81,CN,1668581095
547,asfi,32.2994,-9.2372,65.89,63,48,1.39,MA,1668581095
548,hirara,24.8,125.2833,73.67,88,75,13.8,JP,1668581096
549,camabatela,-8.1881,15.375,65.48,74,100,3.29,AO,1668581096
550,colesberg,-30.72,25.0972,72.05,49,1,9.93,ZA,1668581096
551,kleive,62.7954,7.6359,46.72,60,0,8.05,NO,1668581097
552,yulara,-25.2406,130.9889,63.68,82,100,13.96,AU,1668581097
553,saint-augustin,51.226,-58.6502,18.68,84,8,7.31,CA,1668581097
554,vakhsh,37.7149,68.8346,55.62,76,75,4.47,TJ,1668581098
